Datetime,rsi_1m,macd_pct_1m,ema_cross_1m,atr_pct_1m,ret_1,ret_5,smc_bias_1m,zone_dist_atr,at_zone,high,low,close,label,label_bars
2026-06-23 01:00:00,0.7087240927765381,0.0609634246307091,1.0,0.0498407278596251,0.0006255912357957,0.0010967495676741,1,5.909852141603601,0,64120.30078125,64063.30078125,64109.421875,1,1
2026-06-23 01:01:00,0.7558829828135788,0.0712206606911421,1.0,0.0543591380365297,0.000762443292988,0.0020498292938011,1,6.81655602470678,0,64182.30078125,64129.83984375,64158.3203125,0,1
2026-06-23 01:02:00,0.6488118143390619,0.0727797894507405,1.0,0.0594549072954534,-0.0007216203686315,0.0012860522674245,1,5.022655501020734,0,64192.30078125,64112.0390625,64112.0390625,1,8
2026-06-23 01:03:00,0.666376153233507,0.0751003533891198,1.0,0.0587678135806402,0.0002491055833999,0.0015272269850346,1,5.503941262706486,0,64144.12109375,64112.390625,64128.01171875,0,10
2026-06-23 01:04:00,0.6684071888667807,0.0763006078629779,1.0,0.057110320738577,2.832429194654651e-05,0.0009438440354987,1,5.713114853062662,0,64144.01953125,64121.19921875,64129.828125,0,10
2026-06-23 01:05:00,0.6585008552297125,0.0758595924113336,1.0,0.0551451828499602,-6.499478201327236e-05,0.0002532580176897,1,5.799225295305604,0,64127.21875,64110.87890625,64125.66015625,0,10
2026-06-23 01:06:00,0.5950371118394432,0.0712118906341556,1.0,0.0550386733956772,-0.0004344222350169,-0.0009436075103153,1,5.023497467547043,0,64132.0,64097.80859375,64097.80859375,1,2
2026-06-23 01:07:00,0.6437708169490594,0.0712611697309356,1.0,0.0554372963122977,0.0005725691647295,0.0003505820230458,1,5.322303340049461,0,64136.94921875,64098.76953125,64134.51953125,0,10
2026-06-23 01:08:00,0.6635802827886195,0.0725754069742146,1.0,0.0554133408108981,0.0002600396639085,0.0003615161035543,1,5.792431434124372,0,64169.98828125,64151.19921875,64151.19921875,0,10
2026-06-23 01:09:00,0.5951220215562275,0.0688428479736342,1.0,0.0579021062702547,-0.0004995552101423,-0.0001663633985344,1,4.683255585435479,0,64176.80078125,64119.16015625,64119.16015625,0,10
2026-06-23 01:10:00,0.6597752140031332,0.0718620014392192,1.0,0.0617420857406091,0.0008543058913179,0.0007529372747967,1,5.771313074488739,0,64191.23046875,64152.62109375,64173.9609375,0,8
