Datetime,rsi_1h,macd_pct_1h,ema_cross_1h,atr_pct_1h,ret_1,ret_5,smc_bias_1h,zone_dist_atr,at_zone,high,low,close,label,label_bars
2024-02-07 13:00:00,0.5629677010423001,0.0446277466948657,1.0,0.1480592962895282,0.0014142573980127,0.0016094269172999,0,0.5595027497581384,0,2052.5,2048.0,2052.10009765625,0,1
2024-02-07 14:00:00,0.6811819148830413,0.0745297294969699,1.0,0.1810977770081298,0.003259605860225,0.0041371647912749,1,1.3410430357094203,0,2061.300048828125,2048.60009765625,2058.800048828125,0,1
2024-02-07 15:00:00,0.5717926058593997,0.0803441726198238,1.0,0.1970333103353955,-0.0021395255349156,0.0026319177215725,0,0.148190570110327,1,2059.60009765625,2051.39990234375,2054.39990234375,0,2
2024-02-07 16:00:00,0.5751355843438367,0.0846280884877076,1.0,0.1947615018477367,9.744235223063669e-05,0.0022414361802498,0,0.1999337326832715,1,2057.0,2053.60009765625,2054.60009765625,0,1
2024-02-07 17:00:00,0.5146205944569361,0.0762585766908019,1.0,0.1964148386600628,-0.0013637488613893,0.0012680312141633,0,0.4652635287291871,1,2054.60009765625,2050.199951171875,2051.800048828125,0,9
2024-02-07 18:00:00,0.4965333094258677,0.065270688538514,1.0,0.1943064084137626,-0.0004388068879181,-0.0005850330717676,0,0.2446365642873748,1,2053.39990234375,2050.0,2050.89990234375,0,9
2024-02-07 19:00:00,0.5129193886403175,0.0589807682558827,1.0,0.1855791729989736,0.0003900204099016,-0.0034546185220909,0,0.1313380409069112,1,2051.800048828125,2050.300048828125,2051.699951171875,0,7
2024-02-07 20:00:00,0.4893407499424931,0.0491505747070691,1.0,0.1776408960261886,-0.0005362131140511,-0.0018513061012264,0,0.4392139980809224,1,2051.800048828125,2050.300048828125,2050.60009765625,0,7
2024-02-07 21:00:00,0.4961401040438982,0.0420241013402652,1.0,0.1701523350806874,0.0001461927041495,-0.0018025557493075,0,0.372564742160933,1,2051.0,2049.5,2050.89990234375,0,5
2024-02-07 23:00:00,0.5079080055502889,0.0379029703036345,1.0,0.1635315354465357,0.0002437657052292,-0.0001950411826889,0,0.2385087987144346,1,2051.5,2049.89990234375,2051.39990234375,0,4
2024-02-08 00:00:00,0.5292252122868962,0.0377340572252844,1.0,0.1570047326226135,0.000438699958341,0.0006824656635702,0,0.0310421945824513,1,2052.699951171875,2051.199951171875,2052.300048828125,0,3
2024-02-08 01:00:00,0.531648976254767,0.0375710235886667,1.0,0.1510033853053295,4.865325935288212e-05,0.0003410985130214,1,0.0644935337168377,1,2053.199951171875,2051.699951171875,2052.39990234375,0,2
2024-02-08 02:00:00,0.5010495040277655,0.0327592459343057,1.0,0.1496941433363706,-0.0005360301947252,0.0003412814323473,0,0.2930871168356806,1,2053.800048828125,2051.10009765625,2051.300048828125,0,1
2024-02-08 03:00:00,0.428589040740626,0.0169584643490714,1.0,0.1555950180561259,-0.0014635576466179,-0.0012684689184201,0,1.2236934224077478,0,2051.89990234375,2047.199951171875,2048.300048828125,0,5
2024-02-08 04:00:00,0.4114980146882039,0.0012327354139966,1.0,0.1536073271106082,-0.0003906679177507,-0.0019029025414001,0,1.494391096115821,0,2049.39990234375,2046.800048828125,2047.5,0,4
2024-02-08 05:00:00,0.4471101069351376,-0.0064283684150218,1.0,0.1523142904664355,0.0005858850742166,-0.0017557174255244,0,1.121651970487717,0,2049.0,2046.199951171875,2048.699951171875,0,3
2024-02-08 06:00:00,0.437606073469084,-0.0139166866611139,1.0,0.1480880999892559,-0.0001952171564658,-0.0019995878413432,0,1.285725187699147,0,2049.300048828125,2047.4000244140625,2048.300048828125,0,2
