Date,rsi_1w,macd_pct_1w,ema_cross_1w,atr_pct_1w,ret_1,ret_5,smc_bias_1w,zone_dist_atr,at_zone,high,low,close,label,label_bars
2018-12-31,0.3965201380444397,-52.16945550328992,-1.0,33.82820301617257,0.1203494169270182,0.3040502395147184,-1,0.2344484453744275,1,160.82489013671875,132.51939392089844,157.74620056152344,0,4
2019-01-07,0.3599524825256079,-68.14289614727133,-1.0,44.97699174847864,-0.2996873307014844,0.2059289492520823,-1,1.0148749838421416,0,158.45042419433594,116.08596801757812,116.8978042602539,0,5
2019-01-14,0.3639377732487792,-64.01143700323162,-1.0,41.69804949103023,0.0218056415817091,0.3373756826703715,-1,0.7355664109827824,0,130.8567352294922,116.96755981445312,119.4748306274414,0,5
2019-01-21,0.3582794028919086,-64.89886833383798,-1.0,41.18936853581675,-0.0521376990834845,-0.1424357704159113,-1,0.6545664225946445,0,119.71543884277344,113.40528869628906,113.40528869628906,0,5
2019-01-28,0.3525293962160662,-66.02887856628368,-1.0,41.0389291138877,-0.0535453857363519,-0.2632153570125934,-1,0.5590712761743515,0,113.688232421875,103.33646392822266,107.49266815185548,0,5
2019-02-04,0.3837198885578166,-53.46797133898345,-1.0,34.07555097201182,0.1493418000576465,-0.2342229738819652,-1,0.8469239078380392,0,124.85362243652344,102.93456268310548,124.80648803710938,0,5
2019-02-11,0.3995391267861046,-46.36566878371924,-1.0,30.353685261276155,0.0680774129668675,0.1335417697863867,-1,0.6713821901212476,0,134.46009826660156,119.60002136230467,133.598876953125,0,5
2019-02-18,0.4037640197765986,-42.18351737764822,-1.0,29.429259881724008,0.01672906941105,0.1284651976157276,-1,0.624611273986371,0,165.54962158203125,133.00193786621094,135.8526611328125,0,5
2019-02-25,0.3989312652285045,-40.30954776732156,-1.0,28.67646066885599,-0.0268812380879372,0.1537216586112748,-1,0.7534840384335628,0,142.52557373046875,131.328857421875,132.24942016601562,0,5
2019-03-04,0.4084732423755862,-35.982619866848815,-1.0,26.5573666695753,0.033528242888142,0.2407952872357688,-1,0.6626248922153599,0,140.85787963867188,125.40270233154295,136.75868225097656,0,5
