Datetime,open,high,low,close,volume
2024-06-30 00:00:00+00:00,60888.4453125,60962.671875,60688.890625,60796.54296875,108384256
2024-06-30 04:00:00+00:00,60799.94140625,61647.56640625,60633.51953125,61401.0078125,1090097152
2024-06-30 08:00:00+00:00,61414.94140625,61557.66796875,61268.7890625,61428.90625,514036736
2024-06-30 12:00:00+00:00,61438.7265625,61671.08203125,61276.48828125,61620.03125,510579712
2024-06-30 16:00:00+00:00,61598.24609375,61975.28125,61490.625,61932.1640625,946903040
2024-06-30 20:00:00+00:00,61932.4453125,62871.95703125,61789.96875,62678.29296875,2771497984
2024-07-01 00:00:00+00:00,62673.60546875,63700.453125,62510.2265625,63351.4296875,3755194368
2024-07-01 04:00:00+00:00,63354.83984375,63378.5,63182.46875,63222.171875,596051968
2024-07-01 08:00:00+00:00,63221.78125,63234.88671875,62542.01171875,62579.6171875,1171578880
2024-07-01 12:00:00+00:00,62605.10546875,62986.11328125,62495.51171875,62954.140625,2235981824
2024-07-01 16:00:00+00:00,63032.6953125,63777.2265625,62898.2109375,63068.75,3240763392
2024-07-01 20:00:00+00:00,63210.9296875,63332.015625,62768.28515625,62857.3984375,0
2024-07-02 00:00:00+00:00,62844.41015625,63185.38671875,62751.875,63086.20703125,0
2024-07-02 04:00:00+00:00,63078.71484375,63151.44140625,62510.6171875,62548.40234375,384098304
2024-07-02 08:00:00+00:00,62548.27734375,62746.19140625,62375.78125,62715.29296875,366882816
2024-07-02 12:00:00+00:00,62729.69921875,63015.03125,61825.62890625,61944.0546875,964747264
2024-07-02 16:00:00+00:00,61864.97265625,62282.8359375,61752.9609375,61887.84765625,0
2024-07-02 20:00:00+00:00,61816.31640625,62076.59375,61795.6875,62028.87109375,76941312
2024-07-03 00:00:00+00:00,62034.33203125,62187.703125,60706.8671875,60876.3515625,2389217280
2024-07-03 04:00:00+00:00,60887.046875,61079.3828125,60736.66796875,60800.5390625,464195584
2024-07-03 08:00:00+00:00,60795.5625,60889.93359375,59723.20703125,60289.8203125,3413688320
2024-07-03 12:00:00+00:00,60287.1640625,60532.96484375,59670.07421875,60104.15625,1973544960
2024-07-03 16:00:00+00:00,60100.25,60555.49609375,59722.01171875,59722.01171875,1369956352
2024-07-03 20:00:00+00:00,59623.671875,60287.89453125,59419.38671875,60226.25,1718136832
2024-07-04 00:00:00+00:00,60147.13671875,60399.67578125,57932.60546875,59092.90625,4095684608
2024-07-04 04:00:00+00:00,59067.04296875,59067.78515625,58097.546875,58163.98828125,1935245312
2024-07-04 08:00:00+00:00,58222.79296875,58416.578125,57043.95703125,57716.25390625,3193069568
2024-07-04 12:00:00+00:00,57720.40234375,58165.5546875,56777.8046875,58100.37109375,2973614080
2024-07-04 16:00:00+00:00,58084.171875,58605.796875,57758.828125,58271.23828125,678948864
2024-07-04 20:00:00+00:00,58264.90234375,58727.578125,56964.8125,56977.703125,1816059904
2024-07-05 00:00:00+00:00,57022.80859375,57402.45703125,55193.66015625,55213.265625,6625169408
2024-07-05 04:00:00+00:00,55209.6171875,55315.03125,53717.375,54373.44140625,7069265920
2024-07-05 08:00:00+00:00,54391.95703125,55614.73046875,53906.56640625,55450.6640625,2493640704
2024-07-05 12:00:00+00:00,55474.5859375,56583.421875,54839.41796875,56583.421875,2398400512
2024-07-05 16:00:00+00:00,56651.08984375,56856.609375,55942.5859375,56523.53515625,2842021888
2024-07-05 20:00:00+00:00,56487.83203125,56838.9296875,56339.0703125,56662.375,168611840
2024-07-06 00:00:00+00:00,56659.07421875,56979.01953125,56218.74609375,56400.8671875,0
2024-07-06 04:00:00+00:00,56407.0625,56661.6171875,56038.9609375,56589.13671875,0
2024-07-06 08:00:00+00:00,56590.4375,56845.01953125,56463.4140625,56747.2265625,0
2024-07-06 12:00:00+00:00,56734.4296875,57391.26953125,56540.328125,57321.34765625,0
2024-07-06 16:00:00+00:00,57314.1015625,58009.84375,57217.34375,57872.51171875,0
2024-07-06 20:00:00+00:00,57871.984375,58461.88671875,57846.90234375,58303.5390625,237824000
2024-07-07 00:00:00+00:00,58239.4296875,58371.12109375,57865.6328125,57951.98046875,369371136
2024-07-07 04:00:00+00:00,57947.43359375,57965.546875,57101.78125,57360.0703125,547921920
2024-07-07 08:00:00+00:00,57366.6953125,57907.99609375,57363.3125,57452.21484375,263546880
2024-07-07 12:00:00+00:00,57441.859375,57584.3046875,56643.87890625,56847.10546875,340377600
2024-07-07 16:00:00+00:00,56831.45703125,57344.78515625,56778.0546875,57139.99609375,0
2024-07-07 20:00:00+00:00,57139.7734375,57286.76171875,55793.32421875,55938.9765625,1303388160
2024-07-08 00:00:00+00:00,55849.57421875,56012.96875,54397.46875,55173.7265625,4593020928
2024-07-08 04:00:00+00:00,55169.28125,55896.65234375,55006.11328125,55861.8828125,1246646272
2024-07-08 08:00:00+00:00,55859.4375,57866.6953125,55775.84375,57087.4765625,6570932224
2024-07-08 12:00:00+00:00,57140.1171875,57402.55078125,55240.58203125,55790.640625,5178525696
2024-07-08 16:00:00+00:00,55760.28125,56528.20703125,55452.328125,56482.82421875,2565926912
2024-07-08 20:00:00+00:00,56497.82421875,56929.484375,56213.87109375,56681.23828125,348434432
2024-07-09 00:00:00+00:00,56704.59765625,57296.75390625,56316.875,57151.21875,0
2024-07-09 04:00:00+00:00,57159.796875,57698.69140625,57039.28515625,57050.08984375,262742016
2024-07-09 08:00:00+00:00,57102.33984375,57854.5234375,57029.87890625,57429.0390625,0
2024-07-09 12:00:00+00:00,57442.73828125,58059.8828125,57014.1484375,57483.55078125,0
2024-07-09 16:00:00+00:00,57483.6796875,58178.421875,57413.90234375,57797.8671875,508831744
2024-07-09 20:00:00+00:00,57855.62890625,58179.2890625,57741.875,58009.2265625,117252096
2024-07-10 00:00:00+00:00,58033.8828125,58153.20703125,57423.11328125,58140.625,0
2024-07-10 04:00:00+00:00,58173.05859375,59359.43359375,58173.05859375,58981.94140625,2024947712
2024-07-10 08:00:00+00:00,58985.6328125,59027.37890625,58357.8203125,58484.85546875,327135232
2024-07-10 12:00:00+00:00,58485.89453125,58550.8359375,57543.03125,57739.58203125,1111060480
2024-07-10 16:00:00+00:00,57715.05859375,57955.9765625,57383.26953125,57451.97265625,27303936
2024-07-10 20:00:00+00:00,57421.57421875,57853.72265625,57179.3828125,57742.49609375,242972672
