Date,rsi_1d,macd_pct_1d,ema_cross_1d,atr_pct_1d,ret_1,ret_5,smc_bias_1d,zone_dist_atr,at_zone,high,low,close,label,label_bars
1985-12-26,0.6187113164377176,1.9163674790164704,1.0,1.0237249905238035,0.0024196070674058,-0.0060806594384983,0,2.12833552662476,0,130.63499450683594,129.88999938964844,130.34500122070312,1,8
1985-12-27,0.654395930274796,1.8367568796212443,1.0,1.0151545162283635,0.0087079905696647,-0.0033408211118102,0,1.2736197292761222,0,131.58999633789062,130.25,131.48500061035156,0,4
1985-12-30,0.6679022567951123,1.7881226741323506,1.0,0.9872671912786096,0.0034924432872198,-0.0023844161137818,0,0.951898403535614,0,132.1300048828125,131.2449951171875,131.94500732421875,0,3
1985-12-31,0.6782064255274939,1.7511734093271183,1.0,0.9550869598567604,0.0026490390714482,0.0119383369071819,0,0.7043740840777416,0,132.66000366210938,131.90499877929688,132.2949981689453,0,2
1986-01-02,0.6169495008766459,1.6562845807069893,1.0,0.968992953145804,-0.0078922304859236,0.0093768495098149,0,1.517466700712825,0,132.44500732421875,131.06500244140625,131.2550048828125,0,2
1986-01-03,0.5787853823143381,1.517498812513839,1.0,0.9733039990439026,-0.0053857146638875,0.0015715277785215,0,0.9798228806104357,0,131.2550048828125,130.0,130.5500030517578,1,3
1986-01-06,0.5683131637809636,1.3745998584735633,1.0,0.9519841697602828,-0.0014948533868235,-0.0086313161779667,0,0.8461223265371522,0,130.6999969482422,129.84500122070312,130.35499572753906,1,1
1986-01-07,0.6527912542522827,1.3686446880231675,1.0,1.0046725292842011,0.0185074173077239,0.0063836578425373,0,0.2960819392600374,1,132.875,130.3300018310547,132.7899932861328,0,1
1986-01-08,0.5720850577121369,1.2859961635321275,1.0,1.093449638616875,-0.0123509025448207,-0.0086162837737315,0,1.293439979349328,0,133.88499450683594,131.14999389648438,131.16000366210938,0,1
1986-01-09,0.4796263985941354,1.0689596738603329,1.0,1.206144747654131,-0.0181571425333535,-0.0188811958211614,0,0.3250627098713189,1,131.16000366210938,128.05499267578125,128.8000030517578,1,5
1986-01-10,0.5074171282378004,0.9102474574482224,1.0,1.1784319875307334,0.0059218671956191,-0.0075736139616546,0,0.1702932483322924,1,129.97000122070312,128.7899932861328,129.56500244140625,1,4
1986-01-13,0.4900993798185661,0.7542705823451333,1.0,1.1516356600878912,-0.0036341276681337,-0.0097128882429649,0,0.1412463040852643,1,129.59500122070312,128.6300048828125,129.09500122070312,1,3
1986-01-14,0.4934660134333558,0.625714339884431,1.0,1.1220315866029162,0.0006581470150388,-0.02756215853565,0,0.0862401839903389,1,129.9600067138672,128.9949951171875,129.17999267578125,1,2
1986-01-15,0.5768378689304886,0.6517974162333657,1.0,1.1671373440103023,0.0180662798342092,0.0028550238433799,0,1.0747786515694069,0,131.65499877929688,129.0050048828125,131.53500366210938,0,5
1986-01-16,0.6204079021628235,0.7572886154346707,1.0,1.1567027044546692,0.0115271322248222,0.0325392986015558,0,0.0812158419407043,1,133.125,131.53500366210938,133.05999755859375,0,2
1986-01-17,0.6075963782008317,0.821565948553387,1.0,1.1299573577344908,-0.0021817958783554,0.0244356355275812,0,0.2766171146794765,1,133.60000610351562,132.60499572753906,132.77000427246094,0,1
1986-01-20,0.5577652440406559,0.7982746658433744,1.0,1.1478161011069763,-0.0088133604610618,0.0192564027346531,0,1.045954763842838,0,132.7899932861328,131.14500427246094,131.60499572753906,0,2
1986-01-21,0.5368064816807097,0.7368984034409094,1.0,1.1473895828324334,-0.0039208973522866,0.0146773583673276,0,1.1867484072458026,0,132.01499938964844,130.59500122070312,131.08999633789062,0,1
1986-01-22,0.4810527224429906,0.5948929235067537,1.0,1.2048575252819846,-0.0113155219317855,-0.0147044433986671,0,0.1985128721235854,1,131.77999877929688,129.47000122070312,129.61500549316406,1,5
1986-01-23,0.468788243377181,0.4502508442312466,1.0,1.1856020062473398,-0.0026652869955592,-0.0288968626190486,-1,0.0228290287695306,1,129.61500549316406,128.4600067138672,129.27000427246094,1,4
1986-01-24,0.5053947849483613,0.3851708491813697,1.0,1.1627249530467256,0.0071684329889363,-0.0195466337517569,0,0.5912036975094792,0,130.5399932861328,129.27000427246094,130.1999969482422,1,3
1986-01-27,0.5278143320543297,0.3670900295990303,1.0,1.1397489434153203,0.0045594916578677,-0.0061737816328273,0,0.9995109012014284,0,130.98500061035156,129.7949981689453,130.7949981689453,1,2
1986-01-28,0.5699742714645109,0.4191675466209661,1.0,1.12316674758666,0.0090950057655581,0.0068421214850173,0,0.8060829541422387,0,132.0449981689453,130.6699981689453,131.99000549316406,1,5
1986-01-29,0.6040627929999063,0.5182628930781409,1.0,1.1494321496425928,0.0080739322066865,0.0262315756234894,0,0.0817295601541913,1,134.1300048828125,131.99000549316406,133.05999755859375,1,6
1986-01-30,0.5648550635200312,0.5440356229415879,1.0,1.1324415956715346,-0.0065598359053549,0.0223370267136937,0,0.6646706865676985,0,133.16000366210938,132.0850067138672,132.19000244140625,1,3
1986-01-31,0.5891189985895077,0.5963944174782245,1.0,1.1096843771112634,0.0055447822886698,0.0207133760134272,0,0.1762617272260631,1,133.22000122070312,132.02999877929688,132.9250030517578,1,4
1986-02-03,0.628979996654266,0.7049200065673903,1.0,1.1001416999278535,0.0098442012904707,0.0259980856460302,1,0.3368736375868302,1,134.4250030517578,132.9250030517578,134.24000549316406,1,4
1986-02-04,0.6392967610240224,0.805723402726011,1.0,1.095775293531913,0.0026781789168444,0.0195812587973165,1,0.581393914448809,0,135.69000244140625,134.24000549316406,134.60000610351562,1,4
1986-02-05,0.6699114051504259,0.935328570216983,1.0,1.071776711058579,0.0082496091432844,0.0197569357339144,1,1.3560758542915603,0,135.7899932861328,134.60000610351562,135.71499633789062,1,5
1986-02-06,0.6931774834970907,1.0784189338862933,1.0,1.0603620830928409,0.006792653873906,0.0331094255131754,1,1.9998216529432291,0,136.94000244140625,135.56500244140625,136.63999938964844,1,6
1986-02-07,0.7116348957446067,1.2217608756337242,1.0,1.069475717694515,0.0056921907050151,0.0332568339295207,1,2.502254980143832,0,137.48500061035156,135.7449951171875,137.4199981689453,1,5
1986-02-10,0.7275861131021086,1.3588921246170738,1.0,1.036626145735321,0.0051171559936014,0.0285297886326514,1,3.060747088855894,0,138.2449951171875,137.30499267578125,138.125,1,8
1986-02-11,0.7306584232963579,1.4620983702224872,1.0,1.000904791486774,0.0009768585144183,0.0268284682302253,1,3.264437064645351,0,138.61000061035156,137.85000610351562,138.25999450683594,1,7
1986-02-12,0.7401277274059567,1.5461735279099509,1.0,0.9643003157863704,0.0029249730858227,0.0215038321727636,1,3.681340270166467,0,138.76499938964844,138.03500366210938,138.6649932861328,0,10
1986-02-13,0.7517324713113274,1.6206902950922173,1.0,0.935575585299702,0.003599327386988,0.0183105056858456,1,4.164761303379303,0,139.2949981689453,138.4499969482422,139.1649932861328,1,10
1986-02-14,0.7734167831140669,1.7097666576343893,1.0,0.937241582184528,0.007124422056898,0.0197427370377285,1,4.885291197839966,0,140.6300048828125,139.1649932861328,140.16000366210938,0,7
1986-02-18,0.7850980179966842,1.7944498977041534,1.0,0.9063280313413892,0.0040940404252909,0.018719621469418,1,5.482074868591843,0,140.76499938964844,139.98500061035156,140.73500061035156,0,2
1986-02-19,0.7100274183319374,1.7977407029245132,1.0,0.9164771360596414,-0.007811015875494,0.0099317470795057,1,4.608254003730217,0,140.9199981689453,139.5850067138672,139.63999938964844,0,10
1986-02-20,0.718112837133383,1.7823384363018522,1.0,0.9045381706676872,0.0021818627483289,0.0091886367420119,1,4.89985193735086,0,140.02499389648438,138.94000244140625,139.94500732421875,0,4
1986-02-21,0.7478965024704831,1.805946536170138,1.0,0.8980694052440371,0.0085382204192825,0.0141275297743064,1,5.839870762361496,0,141.23500061035156,139.94500732421875,141.14500427246094,0,2
1986-02-24,0.6863909778281777,1.7742035615890273,1.0,0.8999153886436098,-0.0067178082002374,0.0002852995171709,1,5.118167638997234,0,141.1750030517578,139.99000549316406,140.1999969482422,0,1
1986-02-25,0.6385183609779219,1.6836658038014756,1.0,0.9088363265048166,-0.0057224982910799,-0.0095312391991999,1,4.465557011039714,0,140.1999969482422,138.86500549316406,139.39999389648438,1,9
1986-02-26,0.60852393463482,1.5614047145628958,1.0,0.8964856702006347,-0.0037732065824416,-0.0054934299061475,1,4.122508011067305,0,139.63499450683594,138.6750030517578,138.875,1,2
1986-02-27,0.662227617972923,1.5195598921206543,1.0,0.9139160351876447,0.0118111174946795,0.004135824840203,1,5.281162363895475,0,140.52999877929688,138.73500061035156,140.52499389648438,1,8
1986-02-28,0.656351400530291,1.47919870931081,1.0,0.921216411200659,-0.0007118053036805,-0.00511420088276,1,5.165745877151597,0,141.8300018310547,140.4149932861328,140.4250030517578,1,7
1986-03-03,0.6160238742842441,1.3977773328884708,1.0,0.9140456120407534,-0.0048899677165987,-0.0032863603991213,1,4.695501765773549,0,140.6649932861328,139.60000610351562,139.74000549316406,1,5
1986-03-04,0.6437274079686887,1.3505494602297068,1.0,0.949098337477216,0.0057441167286755,0.0081802546206342,1,5.099666870030753,0,141.77000427246094,139.6999969482422,140.5449981689453,1,5
1986-03-05,0.6256117436135737,1.2901552023068574,1.0,0.9366688308436636,-0.0021368508357531,0.0098166103673227,1,1.195154407051064,0,140.61500549316406,139.56500244140625,140.2449951171875,1,4
1986-03-06,0.6454882954765543,1.252484208791746,1.0,0.9259439775367156,0.0039496070712408,0.0019550999438839,1,1.629939778698834,0,141.34500122070312,140.1699981689453,140.8000030517578,1,3
1986-03-07,0.639558909647644,1.2083544779212376,1.0,0.907310165402539,-0.0006393828839792,0.0020275223635852,1,0.8772742233918326,0,141.1649932861328,140.24000549316406,140.7100067138672,1,2
1986-03-10,0.6970097775126188,1.2419506653957226,1.0,0.9260758523543569,0.0121846556392997,0.0191021457194837,1,0.4586580657370392,1,142.5800018310547,140.7100067138672,142.43499755859375,1,1
1986-03-11,0.765045559478307,1.3999603867615558,1.0,0.9933376155078268,0.0202244969333795,0.0335825259241877,1,2.434603670830507,0,145.5,142.43499755859375,145.34500122070312,1,6
1986-03-12,0.7875545235744872,1.5833726906502938,1.0,1.010823756227621,0.0087339374058821,0.0444533141658229,1,3.2319621339751,0,147.32000732421875,145.33999633789062,146.6199951171875,0,10
1986-03-13,0.7940538163985384,1.735169038478647,1.0,0.9929793686972282,0.0026564018170134,0.0431601089115956,1,3.548477527124509,0,147.0500030517578,145.8800048828125,147.00999450683594,0,10
1986-03-14,0.7933839562280924,1.8371973490832028,1.0,0.9656039928253868,-6.798753121728396e-05,0.0437315042643575,1,3.6422856401150425,0,147.4499969482422,146.55499267578125,147.0,0,1
1986-03-17,0.7500887179761955,1.8697224607712768,1.0,0.9703082915248876,-0.004329047341228,0.0272178012838297,1,3.193233274964065,0,147.0,145.57000732421875,146.36500549316406,1,10
1986-03-18,0.7761877252263741,1.919798661497491,1.0,0.9760486101154704,0.008571735080018,0.0155650394304682,1,4.021813662254936,0,147.8249969482422,146.11500549316406,147.625,0,10
1986-03-19,0.7659331282021945,1.9435265227680745,1.0,0.9627102094161776,-0.0010165632416061,0.0058145387829799,1,3.976035695293398,0,148.57000732421875,147.4250030517578,147.47500610351562,0,10
1986-03-20,0.772933096055564,1.9517171015499508,1.0,0.9531142085674608,0.0022013178860689,0.0053594548520354,1,4.23794223758331,0,148.53500366210938,147.27000427246094,147.8000030517578,0,2
1986-03-21,0.7774541402684371,1.9476038970640728,1.0,0.9429286771430624,0.0013860608061122,0.006813503189365,1,4.424680648165449,0,148.78500366210938,147.55999755859375,148.0050048828125,0,1
1986-03-24,0.7095466096597263,1.8866508378441569,1.0,0.9752320829722592,-0.0062014705339157,0.0049410799966773,1,3.666858685263712,0,148.14500427246094,146.2050018310547,147.08999633789062,0,9
1986-03-25,0.720880892644791,1.8244261165359217,1.0,0.9556953244103064,0.002681860397554,-0.0009487946857866,1,4.012039497546135,0,147.7100067138672,146.625,147.48500061035156,0,8
1986-03-26,0.7036628072746238,1.7491298549898144,1.0,0.9290781060773122,-0.0015606688602547,-0.0014929003044352,1,3.965315032405039,0,147.56500244140625,146.73500061035156,147.2550048828125,0,7
1986-03-27,0.7366493487158876,1.7155960970798163,1.0,0.9471889048380878,0.0075770419583474,0.0038828237678432,1,4.65706388152782,0,149.05499267578125,147.1649932861328,148.375,0,5
1986-03-31,0.7496455598516768,1.700633149626559,1.0,0.93976566425307,0.0032634181021045,0.0057601810638354,1,5.025249855926092,0,149.2050018310547,147.88999938964844,148.86000061035156,0,2
1986-04-01,0.7174139276068482,1.6564998445257766,1.0,0.9308647123070112,-0.0027580903796469,0.0092035612181042,1,4.790611017485528,0,149.22500610351562,148.06500244140625,148.4499969482422,0,3
1986-04-02,0.7316572755779498,1.6194939001164763,1.0,0.9501407153133876,0.0031610560566672,0.0096827568772175,1,5.010776821553564,0,148.94000244140625,147.09500122070312,148.9199981689453,0,2
1986-04-03,0.7143332227042933,1.5671020330222052,1.0,0.9500435929884116,-0.0014110908609836,0.0098323348764886,1,4.86973153786699,0,149.93499755859375,148.5500030517578,148.7100067138672,0,1
1986-04-04,0.593598251905375,1.4326893238974612,1.0,0.9823474394252412,-0.0113274672649366,-0.0090721743467954,1,3.6035871737246423,0,148.7949981689453,146.94000244140625,147.03500366210938,0,1
1986-04-07,0.536466818246108,1.2522435729093104,1.0,1.028337210071713,-0.0066874656311997,-0.0190230580800996,1,2.8130264389506,0,147.0800018310547,144.8300018310547,146.05499267578125,1,2
1986-04-08,0.6445489493757389,1.2220376776246664,1.0,1.0750595979835682,0.0194931347670035,0.0032281670665508,1,4.434483871657869,0,148.94500732421875,146.05499267578125,148.92999267578125,1,3
1986-04-09,0.6483877356510923,1.2090659434276312,1.0,1.0685951040633477,0.0008389684949019,0.0009060795047854,1,4.536047498002317,0,150.02999877929688,148.5449981689453,149.05499267578125,1,2
1986-04-10,0.7191932017607283,1.3071964718974676,1.0,1.1025658992594969,0.0180179516066347,0.0203351219724039,1,5.937335414479879,0,151.77499389648438,149.05499267578125,151.76499938964844,1,4
1986-04-11,0.7380583900547109,1.4249536815863229,1.0,1.100823634608714,0.0059126665577622,0.0375752557951027,1,6.447203298192124,0,153.5399932861328,151.76499938964844,152.6649932861328,1,3
