Date,open,high,low,close,volume
2000-08-28,273.8999938964844,278.29998779296875,273.8999938964844,277.0,0
2000-09-04,275.79998779296875,275.79998779296875,273.29998779296875,273.29998779296875,127
2000-09-11,273.1000061035156,273.1000061035156,272.29998779296875,272.29998779296875,0
2000-09-18,271.3999938964844,271.8999938964844,269.0,271.79998779296875,0
2000-09-25,274.1000061035156,278.3999938964844,272.0,273.6000061035156,4164
2000-10-02,272.79998779296875,273.5,269.29998779296875,269.29998779296875,205
2000-10-09,269.1000061035156,276.3999938964844,269.1000061035156,272.3999938964844,38
2000-10-16,271.5,271.5,270.1000061035156,271.20001220703125,38
2000-10-23,271.70001220703125,271.70001220703125,264.3999938964844,264.3999938964844,38
2000-10-30,264.29998779296875,265.0,263.8999938964844,264.6000061035156,2
2000-11-06,264.5,265.79998779296875,264.29998779296875,264.5,0
2000-11-13,264.29998779296875,265.79998779296875,264.29998779296875,265.70001220703125,110
2000-11-20,266.29998779296875,266.29998779296875,265.70001220703125,266.29998779296875,0
2000-11-27,270.1000061035156,272.0,265.79998779296875,268.70001220703125,32687
2000-12-04,271.0,276.0,269.8999938964844,272.20001220703125,781
2000-12-11,270.70001220703125,270.70001220703125,268.0,270.3999938964844,201
2000-12-18,270.0,274.0,269.0,273.70001220703125,348
2000-12-25,273.20001220703125,275.20001220703125,271.70001220703125,272.0,2
2001-01-01,268.3999938964844,268.3999938964844,267.29998779296875,268.0,2
2001-01-08,268.0,268.0,263.8999938964844,263.8999938964844,0
2001-01-15,263.29998779296875,264.29998779296875,263.20001220703125,264.29998779296875,0
2001-01-22,266.3999938964844,266.3999938964844,262.79998779296875,262.79998779296875,0
2001-01-29,262.79998779296875,268.8999938964844,262.79998779296875,267.1000061035156,18326
2001-02-05,265.1000061035156,265.79998779296875,259.0,259.8999938964844,396
2001-02-12,262.5,262.5,255.0,258.20001220703125,72
2001-02-19,256.1000061035156,260.8999938964844,255.0,260.8999938964844,80
