Datetime,rsi_1h,macd_pct_1h,ema_cross_1h,atr_pct_1h,ret_1,ret_5,smc_bias_1h,zone_dist_atr,at_zone,high,low,close,label,label_bars
2023-08-10 17:30:00,0.4306528973526461,-0.3357810540143501,-1.0,0.6161911215252152,0.0005726659776463,0.0023051760217747,-1,0.0885448548414404,1,15155.7802734375,15072.5390625,15140.5029296875,0,3
2023-08-10 18:30:00,0.4275455689037173,-0.3378647674131979,-1.0,0.5979356481241013,-0.0003508125494491,-0.0124500835292113,-1,0.1499611316247057,1,15176.34765625,15122.193359375,15135.1923828125,0,2
2023-08-10 19:30:00,0.424195446043749,-0.3385202157587871,-1.0,0.5700436229151279,-0.0003566802087426,-0.0062310829537182,-1,0.2199366368598412,1,15138.5986328125,15107.6318359375,15129.794921875,0,1
2023-08-11 13:30:00,0.3917900144701964,-0.364249071596769,-1.0,0.598902883429401,-0.0035028239617052,-0.005524865404265,-1,0.0122968059522475,1,15099.70703125,14986.85546875,15076.890625,0,2
2023-08-11 14:30:00,0.3454113755441261,-0.4274585403067834,-1.0,0.6071495302930041,-0.0057434203842845,-0.0093810711265351,-1,0.9608861204087388,0,15090.9091796875,14990.5458984375,14990.5458984375,1,7
2023-08-11 15:30:00,0.3679472003826841,-0.4568794159736334,-1.0,0.5975619282576321,0.0016096800627014,-0.0083440570414801,-1,0.7055749036719716,0,15046.982421875,14974.068359375,15014.6953125,0,10
2023-08-11 16:30:00,0.3854130711153571,-0.4648542840422379,-1.0,0.5776714444725068,0.001232082354301,-0.0067611621377299,-1,0.5158177387988844,0,15035.33984375,14985.931640625,15033.2060546875,0,10
2023-08-11 17:30:00,0.3957423042392999,-0.4602779364593096,-1.0,0.5609493362479736,0.0007070384055722,-0.0056974435234149,-1,0.4048203790990433,1,15050.603515625,14998.1201171875,15043.8388671875,0,10
2023-08-11 18:30:00,0.4009731870929381,-0.4488313178866073,-1.0,0.5421708118204058,0.0003409374710034,-0.0018536820907062,-1,0.3558258297065895,1,15066.580078125,15021.3525390625,15048.96875,0,10
2023-08-11 19:30:00,0.3875741424620282,-0.4455183979970698,-1.0,0.5246060379560605,-0.0012649020504458,0.0026248362431324,-1,0.6094721957461495,0,15058.1796875,15014.9921875,15029.9453125,1,7
