Datetime,open,high,low,close,volume
2026-04-17 00:00:00-04:00,4813.89990234375,4816.89990234375,4813.10009765625,4815.7001953125,246
2026-04-17 00:15:00-04:00,4816.39990234375,4817.10009765625,4814.5,4816.7998046875,157
2026-04-17 00:30:00-04:00,4817.0,4822.7998046875,4816.2001953125,4822.2001953125,605
2026-04-17 00:45:00-04:00,4822.2001953125,4825.60009765625,4819.2001953125,4824.2001953125,592
2026-04-17 01:00:00-04:00,4823.7001953125,4827.2001953125,4820.60009765625,4826.10009765625,440
2026-04-17 01:15:00-04:00,4826.0,4826.39990234375,4822.60009765625,4824.7998046875,320
2026-04-17 01:30:00-04:00,4824.5,4826.60009765625,4817.0,4818.0,963
2026-04-17 01:45:00-04:00,4818.10009765625,4822.10009765625,4815.10009765625,4815.89990234375,1031
2026-04-17 02:00:00-04:00,4815.89990234375,4816.5,4808.10009765625,4809.0,1054
2026-04-17 02:15:00-04:00,4808.89990234375,4811.2001953125,4804.5,4805.2001953125,815
2026-04-17 02:30:00-04:00,4804.7998046875,4808.0,4800.0,4806.10009765625,1081
2026-04-17 02:45:00-04:00,4806.2998046875,4807.89990234375,4804.60009765625,4805.5,565
2026-04-17 03:00:00-04:00,4806.0,4812.0,4804.7998046875,4807.7001953125,1014
2026-04-17 03:15:00-04:00,4808.2001953125,4813.5,4805.39990234375,4812.0,762
2026-04-17 03:30:00-04:00,4812.0,4815.2998046875,4803.60009765625,4807.39990234375,1269
2026-04-17 03:45:00-04:00,4807.39990234375,4807.5,4800.2001953125,4805.5,1024
2026-04-17 04:00:00-04:00,4806.10009765625,4812.5,4802.60009765625,4805.10009765625,1065
2026-04-17 04:15:00-04:00,4805.0,4808.60009765625,4804.2001953125,4806.10009765625,487
2026-04-17 04:30:00-04:00,4806.0,4818.7001953125,4806.0,4818.7001953125,1099
2026-04-17 04:45:00-04:00,4818.7998046875,4818.7998046875,4812.60009765625,4817.7998046875,699
2026-04-17 05:00:00-04:00,4817.7998046875,4822.7001953125,4814.39990234375,4814.7998046875,1101
2026-04-17 05:15:00-04:00,4814.89990234375,4820.2001953125,4813.60009765625,4817.60009765625,776
2026-04-17 05:30:00-04:00,4817.89990234375,4820.7001953125,4815.7001953125,4816.2998046875,838
2026-04-17 05:45:00-04:00,4816.39990234375,4816.7001953125,4812.0,4812.2001953125,731
2026-04-17 06:00:00-04:00,4812.60009765625,4814.5,4809.10009765625,4813.7001953125,729
2026-04-17 06:15:00-04:00,4813.60009765625,4816.0,4810.5,4811.7001953125,363
2026-04-17 06:30:00-04:00,4811.2001953125,4811.7001953125,4803.10009765625,4806.60009765625,669
2026-04-17 06:45:00-04:00,4806.60009765625,4810.2998046875,4804.0,4809.0,751
2026-04-17 07:00:00-04:00,4809.2001953125,4811.2001953125,4805.5,4807.89990234375,591
2026-04-17 07:15:00-04:00,4807.7998046875,4815.39990234375,4806.2001953125,4814.89990234375,708
2026-04-17 07:30:00-04:00,4814.89990234375,4820.7998046875,4811.7001953125,4820.7001953125,789
2026-04-17 07:45:00-04:00,4820.7998046875,4834.0,4820.7998046875,4822.0,2865
2026-04-17 08:00:00-04:00,4821.7001953125,4828.10009765625,4819.7998046875,4826.10009765625,1023
2026-04-17 08:15:00-04:00,4826.2998046875,4842.2001953125,4825.7001953125,4839.39990234375,2943
2026-04-17 08:30:00-04:00,4839.7001953125,4847.5,4837.7998046875,4845.60009765625,2755
2026-04-17 08:45:00-04:00,4846.0,4870.7998046875,4844.2998046875,4869.0,9670
2026-04-17 09:00:00-04:00,4869.0,4917.7001953125,4856.89990234375,4906.2998046875,12310
2026-04-17 09:15:00-04:00,4906.2998046875,4906.7001953125,4872.39990234375,4874.60009765625,6885
2026-04-17 09:30:00-04:00,4873.89990234375,4897.0,4870.7001953125,4887.0,4827
2026-04-17 09:45:00-04:00,4887.60009765625,4905.5,4874.39990234375,4903.10009765625,6149
2026-04-17 10:00:00-04:00,4903.2998046875,4908.89990234375,4883.39990234375,4890.10009765625,4458
2026-04-17 10:15:00-04:00,4890.5,4903.60009765625,4888.60009765625,4894.39990234375,2711
2026-04-17 10:30:00-04:00,4895.0,4906.2001953125,4892.39990234375,4900.39990234375,3650
2026-04-17 10:45:00-04:00,4900.5,4904.60009765625,4892.7998046875,4895.7001953125,2425
2026-04-17 11:00:00-04:00,4896.2001953125,4903.5,4885.0,4890.60009765625,3836
2026-04-17 11:15:00-04:00,4890.7001953125,4897.39990234375,4885.2998046875,4888.60009765625,3467
